5.79,6.02,5.55,3.54,4.47,3.3,3.13,5.73,5.75,5.42,4.26,6,6.29
6.25,6.05,4.7,5.99,5.82,4.03,5.56,5.04,6.59,6.44,6.73,5.5,6.42
5.2,5.4,5.32,4.17,4.39,5.14,8.3,6.34,5.53,4.7,6.2,5.39,6.23
4.01,4.52,5.21,6.29,5.55,5.3,4.33,5.07,7.23,5.27,5.56,6.5,7.28
5.31,3.7,5.68,5.45,5.79,5.49,4.29,6.36,6.94,6.2,7.55,4.3,7.06
4.01,4.52,5.21,6.29,5.55,4.75,4.49,4.5,5.43,5.77,5.92,5.61,6.65
5.79,4.58,5.9,5.13,4.17,5.79,6.13,5.73,4.67,4.43,5.58,4.98,6.98
4.87,4.41,6.89,4.44,6.22,5.59,6.05,6.77,5.98,7.52,6.97,5.05,6.7
5.79,4.58,5.9,5.13,4.17,5.79,6.13,5.73,4.83,6.74,7.48,6.86,5.23
5.37,5.52,4.66,4.25,6.13,5.78,5.52,4.3,5.1,4.79,6.33,6.09,6.89
4.01,4.52,5.21,6.29,5.55,5.3,4.44,5.05,6.56,6.88,7.22,5.75,7.05
4.29,4.18,3.4,5.21,4.75,4.49,3.74,4.82,7.99,4.61,6.57,6.24,5.43
4.9,4.73,4.99,5.61,4.31,4.87,5.87,5.09,6.37,6.28,4.98,5.9,7.21
5.79,4.58,5.9,5.13,4.17,5.79,6.13,5.73,4.67,4.43,5.58,5.86,6.69
5.79,4.58,5.9,5.13,4.17,5.79,6.13,5.73,4.83,6.74,6.6,6.75,6.64
6.38,6.22,5.62,5.66,4.37,4.34,4.28,4.17,6.56,6.61,5.57,6.43,6.11
4.01,4.52,5.21,6.29,5.55,5.3,4.33,5.07,7.23,5.27,5.56,5.2,6.14
5.2,5.4,5.32,4.17,4.39,5.14,8.3,5.99,6.74,6.02,5.88,6.42,6.7
4.01,4.52,5.21,6.29,5.55,5.3,4.33,5.07,7.23,5.27,5.56,6.5,6.6
5.12,4.98,3.5,4.69,4.48,5.29,4.38,5.4,7.17,5.92,5.24,6.28,8.03
5.97,6.53,4.91,5.15,4.86,4.85,4.3,4.49,6.42,6.23,6.7,6.4,6.47
5.31,3.7,5.68,5.45,5.79,5.49,4.29,6.36,6.94,6.2,7.55,4.3,7.8
5.83,5.05,5.69,5.28,4.42,4.61,3.91,4.75,6.99,4.35,7.01,5.88,6.67
5.79,6.02,5.55,3.54,4.47,3.3,3.13,5.73,6.25,6.62,6.33,4.79,7.12
5.2,5.4,5.32,4.17,4.39,5.14,8.3,5.99,7.88,8.8,5.58,5.18,5.83
4.31,5.76,4.73,5.17,5.79,6.6,6.59,6.83,6.3,4.84,5.69,5.71,5.1
4.9,4.73,4.99,5.61,4.31,4.87,5.87,5.09,6.37,6.28,4.98,5.9,7.21
5.31,3.7,5.68,5.45,5.79,5.49,4.29,6.36,6.94,6.2,7.55,4.3,7.06
5.37,5.52,4.66,4.25,6.13,5.78,5.52,4.3,5.1,4.79,6.33,6.68,7.07
4.01,4.52,5.21,6.29,5.55,5.3,4.44,5.05,6.56,6.88,7.22,5.75,7.71
5.21,6.28,5.58,4.17,5.99,5,4.43,3.25,5,6.07,5.48,5.6,7.66
3.85,4.01,3.13,3.46,4.09,4.51,4.15,8.41,6.89,5.87,6.88,7.11,6
5.79,4.58,5.9,5.13,4.17,5.79,6.13,5.73,4.83,6.74,6.6,6.75,7.81
4.01,4.52,5.21,6.29,5.55,5.3,4.44,5.74,7.32,5.67,6.65,5.24,6.36
5.79,6.02,5.55,4.55,3.35,5.85,5.87,5.21,6.2,5.75,7,7.76,5.76
4.94,7.22,5.02,3.91,4.97,5.92,5.87,5.68,5.34,6.4,6.99,6.94,6.16
7.74,4.48,3.93,4.86,4.78,4.49,6.01,5.45,4.15,4.71,5.87,6.13,5.6
5.21,6.28,5.58,4.17,5.99,5,4.43,3.25,5,6.07,6.72,4.51,6.78
5.2,5.4,5.32,4.17,4.39,5.14,8.3,5.99,7.88,8.8,5.58,5.63,5.68
6.56,6.78,4.3,5.37,3.99,3.12,6.11,5.18,6.29,6.37,7.57,7.4,8.48
